,Sols,elysium2028,elysium2031,oxia2028,oxia2031,mawrth_vallis2028,mawrth_vallis2031,vernal2028,vernal2031,valles2028,valles2031,aram2028,aram2031,meridiani2028,meridiani2031,eberswalde2028,eberswalde2031
73,,3.3843093468985757,3.227589181032392,3.3551934510083616,2.6148307662293044,3.2263600550336173,2.3407895175607893,3.2578120518291414,2.8914779735881404,3.123024077040953,3.2477190937248857,3.187576634271952,2.958210235421519,3.3013070511261535,3.1466138966003236,2.6907440721332536,3.1315298614243896
74,,3.3805741818892536,3.2171976890808014,3.3472288151254737,2.6034948924860895,3.21612856882343,2.32702518630537,3.249911239750815,2.8787560562076475,3.121558258135545,3.2375994719923136,3.1814062470615614,2.94597630316799,3.295820631399001,3.134229207373323,2.690005800983476,3.1218601951006004
75,,3.376821036936189,3.2069336000687216,3.339390635126476,2.5923537190569,3.2060268702950303,2.3134705269612454,3.2420311889693316,2.866167288398895,3.119950735654486,3.227532134130985,3.1752319070361774,2.9338656647976995,3.2902867857886795,3.1219408863339315,2.689081114009716,3.1122070447462176
76,,3.3730509392604184,3.196792603874857,3.331674172170247,2.5814001165690215,3.1960504961064373,2.3001187045784963,3.2341720764290898,2.853708056772785,3.1182078396289485,3.2175164237211,3.1690545298434887,2.9218749672581534,3.2847083170192475,3.109746961075514,2.687978480231177,3.1025715319169587
77,,3.3692648624868573,3.186770608484186,3.3240749300079195,2.570627319248275,3.186195209280376,2.2869632230483923,3.226334064806764,2.8413749209493786,3.1163355718410957,3.207551709097835,3.162874980686697,2.9100010188537926,3.2790878793299467,3.0976455465010737,2.68670592729071,3.0929547075581447
78,,3.365416301054581,3.1768637261968613,3.316337056034978,2.560028901915305,3.1761702829052396,2.27399790375983,3.218470052382762,2.8291646027039548,3.1144788831378785,3.1976373818420565,3.1566503771081873,2.8982407791109175,3.2734471456234027,3.085634839404807,2.685458313799923,3.083357556570878
79,,3.361506114333417,3.166885421768795,3.308464898067345,2.549470781355489,3.165980174334296,2.261117259414194,3.2105818223093747,2.816937428065487,3.112637223012291,3.1878563979616303,3.150382109707516,2.8865136448801456,3.267787070388863,3.073591554685964,2.6842351297903324,3.0738967265717863
80,,3.3575351293350595,3.156838118167811,3.3004625951453437,2.5389528385771527,3.1556291469658477,2.248321280045945,3.202671067418804,2.8046954467244154,3.110810068483358,3.178208473910892,3.1440715076061188,2.8748206405009844,3.262108563141644,3.0615182268484125,2.683035885762738,3.0645725615172132
81,,3.3535041426396885,3.146724129033776,3.292334090240461,2.528474952684586,3.145121281869965,2.235609920151159,3.1947393957317765,2.792440606042362,3.1089969224139726,3.1686932871865037,3.1377198421352532,2.8631627214088176,3.256412491138837,3.0494172665270955,2.6818601114796365,3.05538531789737
82,,3.3494139221834907,3.136545665187393,3.2840831420436305,2.5180370010338673,3.1344604885760154,2.2229831012165735,3.1867883355679965,2.780174757163956,3.1071973119503657,3.1593104791471873,3.1313283302577553,2.8515407784421845,3.2506996818989062,3.0372909678709927,2.6807073548446168,3.046335170733452
83,,3.345309814749311,3.1263048406746066,3.275949944292506,2.507638859377345,3.1239201514796013,2.2104407140639757,3.178863778787508,2.7678996606930824,3.1052798196295264,3.1500596576282214,3.124939236955013,2.8399556418411214,3.2449529081556583,3.025141515399993,2.679401081991146,3.037422219139642
84,,3.341192651482063,3.1161757622461215,3.26793053827299,2.4974008512698327,3.113496672480017,2.1980763682642013,3.1709656580271246,2.7557455076031796,3.1032493305816047,3.1408617710591438,3.1185531909581528,2.8284812186298116,3.239174230758005,3.0130853986361656,2.6779477622756804,3.0285375742748255
85,,3.337063223823505,3.1061551479934035,3.2600211489031117,2.4873177556535153,3.103186617629617,2.1858848377320768,3.1630939044279565,2.743709432704695,3.1011104994543617,3.1317159298601793,3.112170788349558,2.8171148187190984,3.233365610328519,3.0011209058841404,2.6763535580479196,3.0196814520047255
86,,3.3326780447900393,3.0962398639612188,3.251765356061351,2.4773845899429374,3.0925692200431323,2.1738611283795066,3.155044507168897,2.731788691622996,3.0986595682219944,3.1226212797915074,3.105552414087289,2.805853867215554,3.227369346591026,2.989246391760368,2.6745339307961786,3.0108540502874455
87,,3.3280450696988058,3.0864269157552204,3.2431724952064642,2.467596596482249,3.0816506038482614,2.162000465003503,3.146821819859411,2.7199806540219473,3.0959018552944304,3.1135769999776213,3.09870293562513,2.794695897937724,3.221189011958408,2.977460273524778,2.6724920467272297,3.002055550243914
88,,3.3231719048191932,3.0767580188822103,3.2342515005940267,2.4578835055431374,3.0704366843335675,2.1502441974887763,3.1384300312126707,2.708281989903779,3.0928425029422106,3.104599329539183,3.0916270451618955,2.7836548427877146,3.2148280585040303,2.9657863341037483,2.6702309975824434,2.9933631129024785
