Sols,elysium,oxia,mawrth_vallis,vernal,valles,aram,meridiani,eberswalde
1,11.785999999999998,11.454666666666666,11.407333333333332,11.738666666666663,12.117333333333331,11.785999999999998,11.880666666666666,12.354
2,11.785999999999998,11.454666666666666,11.407333333333332,11.738666666666663,12.117333333333331,11.785999999999998,11.880666666666666,12.354
3,11.785999999999998,11.454666666666666,11.407333333333332,11.738666666666663,12.117333333333331,11.785999999999998,11.880666666666666,12.354
4,11.785999999999998,11.454666666666666,11.407333333333332,11.738666666666663,12.117333333333331,11.785999999999998,11.880666666666666,12.354
5,11.785999999999998,11.454666666666666,11.407333333333332,11.738666666666663,12.117333333333331,11.785999999999998,11.880666666666666,12.354
6,11.785999999999998,11.454666666666666,11.407333333333332,11.738666666666663,12.117333333333331,11.785999999999998,11.880666666666666,12.354
7,11.785999999999998,11.454666666666666,11.407333333333332,11.738666666666663,12.117333333333331,11.785999999999998,11.880666666666666,12.354
8,11.785999999999998,11.454666666666666,11.407333333333332,11.738666666666663,12.117333333333331,11.785999999999998,11.880666666666666,12.354
9,11.785999999999998,11.454666666666666,11.407333333333332,11.738666666666663,12.117333333333331,11.785999999999998,11.880666666666666,12.354
10,11.785999999999998,11.549333333333331,11.501999999999999,11.738666666666663,12.07,11.785999999999998,11.880666666666666,12.212
11,11.785999999999998,11.549333333333331,11.501999999999999,11.738666666666663,12.07,11.785999999999998,11.880666666666666,12.212
12,11.785999999999998,11.549333333333331,11.501999999999999,11.738666666666663,12.07,11.785999999999998,11.880666666666666,12.212
13,11.785999999999998,11.549333333333331,11.501999999999999,11.738666666666663,12.07,11.785999999999998,11.880666666666666,12.212
14,11.785999999999998,11.549333333333331,11.501999999999999,11.738666666666663,12.07,11.785999999999998,11.880666666666666,12.212
15,11.785999999999998,11.549333333333331,11.501999999999999,11.738666666666663,12.07,11.785999999999998,11.880666666666666,12.212
16,11.785999999999998,11.549333333333331,11.501999999999999,11.738666666666663,12.07,11.785999999999998,11.880666666666666,12.212
17,11.785999999999998,11.549333333333331,11.501999999999999,11.738666666666663,12.07,11.785999999999998,11.880666666666666,12.212
18,11.785999999999998,11.549333333333331,11.501999999999999,11.738666666666663,12.07,11.785999999999998,11.880666666666666,12.212
19,11.833333333333332,11.644,11.596666666666664,11.785999999999998,11.975333333333332,11.833333333333332,11.880666666666666,12.07
20,11.833333333333332,11.644,11.596666666666664,11.785999999999998,11.975333333333332,11.833333333333332,11.880666666666666,12.07
21,11.833333333333332,11.644,11.596666666666664,11.785999999999998,11.975333333333332,11.833333333333332,11.880666666666666,12.07
22,11.833333333333332,11.644,11.596666666666664,11.785999999999998,11.975333333333332,11.833333333333332,11.880666666666666,12.07
23,11.833333333333332,11.644,11.596666666666664,11.785999999999998,11.975333333333332,11.833333333333332,11.880666666666666,12.07
24,11.833333333333332,11.644,11.596666666666664,11.785999999999998,11.975333333333332,11.833333333333332,11.880666666666666,12.07
25,11.833333333333332,11.644,11.596666666666664,11.785999999999998,11.975333333333332,11.833333333333332,11.880666666666666,12.07
26,11.833333333333332,11.644,11.596666666666664,11.785999999999998,11.975333333333332,11.833333333333332,11.880666666666666,12.07
27,11.833333333333332,11.644,11.596666666666664,11.785999999999998,11.975333333333332,11.833333333333332,11.880666666666666,12.07
28,11.833333333333332,11.738666666666663,11.738666666666663,11.833333333333332,11.927999999999999,11.833333333333332,11.833333333333332,11.975333333333332
29,11.833333333333332,11.738666666666663,11.738666666666663,11.833333333333332,11.927999999999999,11.833333333333332,11.833333333333332,11.975333333333332
30,11.833333333333332,11.738666666666663,11.738666666666663,11.833333333333332,11.927999999999999,11.833333333333332,11.833333333333332,11.975333333333332
31,11.833333333333332,11.738666666666663,11.738666666666663,11.833333333333332,11.927999999999999,11.833333333333332,11.833333333333332,11.975333333333332
32,11.833333333333332,11.738666666666663,11.738666666666663,11.833333333333332,11.927999999999999,11.833333333333332,11.833333333333332,11.975333333333332
33,11.833333333333332,11.738666666666663,11.738666666666663,11.833333333333332,11.927999999999999,11.833333333333332,11.833333333333332,11.975333333333332
34,11.833333333333332,11.738666666666663,11.738666666666663,11.833333333333332,11.927999999999999,11.833333333333332,11.833333333333332,11.975333333333332
35,11.833333333333332,11.738666666666663,11.738666666666663,11.833333333333332,11.927999999999999,11.833333333333332,11.833333333333332,11.975333333333332
36,11.833333333333332,11.738666666666663,11.738666666666663,11.833333333333332,11.927999999999999,11.833333333333332,11.833333333333332,11.975333333333332
37,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332
38,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332
39,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332
40,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332
41,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332
42,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332
43,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332
44,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332,11.833333333333332
