Ls,DD
0.00E+00,3.87E-10
1.50E+01,2.94E-10
3.00E+01,2.05E-10
4.50E+01,1.55E-10
6.00E+01,1.26E-10
7.50E+01,1.28E-10
9.00E+01,1.32E-10
1.05E+02,1.54E-10
1.20E+02,1.62E-10
1.35E+02,1.97E-10
1.50E+02,4.17E-10
1.65E+02,5.94E-10
1.80E+02,6.03E-10
1.95E+02,5.33E-10
2.10E+02,7.07E-10
2.25E+02,9.01E-10
2.40E+02,1.10E-09
2.55E+02,8.85E-10
2.70E+02,6.78E-10
2.85E+02,4.85E-10
3.00E+02,4.34E-10
3.15E+02,4.73E-10
3.30E+02,6.56E-10
3.45E+02,5.37E-10
3.60E+02,3.87E-10
