Ls,DD
0.00E+00,4.46E-10
1.50E+01,3.04E-10
3.00E+01,4.15E-10
4.50E+01,5.65E-10
6.00E+01,4.94E-10
7.50E+01,3.46E-10
9.00E+01,3.09E-10
1.05E+02,3.05E-10
1.20E+02,3.41E-10
1.35E+02,4.03E-10
1.50E+02,6.11E-10
1.65E+02,5.85E-10
1.80E+02,5.88E-10
1.95E+02,6.88E-10
2.10E+02,1.13E-09
2.25E+02,2.18E-09
2.40E+02,1.94E-09
2.55E+02,1.63E-09
2.70E+02,1.32E-09
2.85E+02,1.02E-09
3.00E+02,1.01E-09
3.15E+02,1.36E-09
3.30E+02,1.39E-09
3.45E+02,8.42E-10
3.60E+02,4.44E-10
